Neighborhood,Complaint,Borough,Count
Kensington,For Hire Vehicle Complaint,BROOKLYN,211
Kensington,For Hire Vehicle Report,BROOKLYN,4
Kensington,General Construction/Plumbing,BROOKLYN,488
Kensington,Graffiti,BROOKLYN,386
Kensington,Green Taxi Complaint,BROOKLYN,1
Kensington,Harboring Bees/Wasps,BROOKLYN,3
Kensington,Hazardous Materials,BROOKLYN,25
Kensington,Homeless Person Assistance,BROOKLYN,125
Kensington,Illegal Animal Kept as Pet,BROOKLYN,9
Kensington,Illegal Dumping,BROOKLYN,268
Kensington,Illegal Fireworks,BROOKLYN,158
Kensington,Illegal Parking,BROOKLYN,7933
Kensington,Illegal Posting,BROOKLYN,24
Kensington,Illegal Tree Damage,BROOKLYN,56
Kensington,Indoor Air Quality,BROOKLYN,42
Kensington,Indoor Sewage,BROOKLYN,1
Kensington,Industrial Waste,BROOKLYN,7
Kensington,Investigations and Discipline (IAD),BROOKLYN,8
Kensington,Lead,BROOKLYN,254
Kensington,Litter Basket Complaint,BROOKLYN,16
Kensington,Litter Basket Request,BROOKLYN,56
Kensington,Lost Property,BROOKLYN,2
Kensington,Lot Condition,BROOKLYN,1
Kensington,Maintenance or Facility,BROOKLYN,27
Kensington,Missed Collection,BROOKLYN,404
Kensington,Mobile Food Vendor,BROOKLYN,10
Kensington,Mold,BROOKLYN,1
Kensington,Mosquitoes,BROOKLYN,2
Kensington,New Tree Request,BROOKLYN,248
Kensington,Noise,BROOKLYN,475
Kensington,Noise - Commercial,BROOKLYN,134
Kensington,Noise - Helicopter,BROOKLYN,3
Kensington,Noise - House of Worship,BROOKLYN,50
Kensington,Noise - Park,BROOKLYN,10
Kensington,Noise - Residential,BROOKLYN,1965
Kensington,Noise - Street/Sidewalk,BROOKLYN,624
Kensington,Noise - Vehicle,BROOKLYN,441
Kensington,Non-Emergency Police Matter,BROOKLYN,83
Kensington,Non-Residential Heat,BROOKLYN,2
Kensington,Obstruction,BROOKLYN,211
Kensington,Outdoor Dining,BROOKLYN,4
Kensington,Overgrown Tree/Branches,BROOKLYN,178
Kensington,Panhandling,BROOKLYN,9
Kensington,Plumbing,BROOKLYN,24
Kensington,Posting Advertisement,BROOKLYN,1
Kensington,Real Time Enforcement,BROOKLYN,116
Kensington,Residential Disposal Complaint,BROOKLYN,124
Kensington,Rodent,BROOKLYN,391
Kensington,Root/Sewer/Sidewalk Condition,BROOKLYN,49
Kensington,Sanitation Worker or Vehicle Complaint,BROOKLYN,16
Kensington,Scaffold Safety,BROOKLYN,1
Kensington,School Maintenance,BROOKLYN,2
Kensington,Seasonal Collection,BROOKLYN,1
Kensington,Sewer,BROOKLYN,191
Kensington,Sidewalk Condition,BROOKLYN,285
Kensington,Smoking,BROOKLYN,12
Kensington,Smoking or Vaping,BROOKLYN,32
Kensington,Snow or Ice,BROOKLYN,216
Kensington,Special Projects Inspection Team (SPIT),BROOKLYN,42
Kensington,Standing Water,BROOKLYN,16
Kensington,Street Condition,BROOKLYN,551
Kensington,Street Light Condition,BROOKLYN,157
Kensington,Street Sign - Damaged,BROOKLYN,50
Kensington,Street Sign - Dangling,BROOKLYN,35
Kensington,Street Sign - Missing,BROOKLYN,21
Kensington,Street Sweeping Complaint,BROOKLYN,109
Kensington,Sustainability Enforcement,BROOKLYN,1
Kensington,Taxi Complaint,BROOKLYN,8
Kensington,Taxi Compliment,BROOKLYN,1
Kensington,Traffic,BROOKLYN,47
Kensington,Traffic,Unspecified,3
Kensington,Traffic Signal Condition,BROOKLYN,453
Kensington,Unleashed Dog,BROOKLYN,7
Kensington,Unsanitary Animal Pvt Property,BROOKLYN,17
Kensington,Unsanitary Pigeon Condition,BROOKLYN,20
Kensington,Uprooted Stump,BROOKLYN,1
Kensington,Urinating in Public,BROOKLYN,6
Kensington,Vendor Enforcement,BROOKLYN,78
Kensington,Violation of Park Rules,BROOKLYN,4
Kensington,Water Conservation,BROOKLYN,20
Kensington,Water Quality,BROOKLYN,13
Kensington,Water System,BROOKLYN,675
Kensington,Wood Pile Remaining,BROOKLYN,5
Kew Gardens,Abandoned Bike,QUEENS,6
Kew Gardens,Abandoned Vehicle,QUEENS,142
Kew Gardens,Air Quality,QUEENS,20
Kew Gardens,Animal in a Park,QUEENS,96
Kew Gardens,Animal-Abuse,QUEENS,55
Kew Gardens,Asbestos,QUEENS,9
Kew Gardens,BEST/Site Safety,QUEENS,2
Kew Gardens,Bike/Roller/Skate Chronic,QUEENS,11
Kew Gardens,Blocked Driveway,QUEENS,1149
Kew Gardens,Boilers,QUEENS,7
Kew Gardens,Borough Office,QUEENS,1
Kew Gardens,Broken Parking Meter,QUEENS,29
Kew Gardens,Building/Use,QUEENS,90
Kew Gardens,Bus Stop Shelter Complaint,QUEENS,7
Kew Gardens,Bus Stop Shelter Placement,QUEENS,1
Kew Gardens,Cannabis Retailer,QUEENS,3
Kew Gardens,Commercial Disposal Complaint,QUEENS,8
Kew Gardens,Construction Lead Dust,QUEENS,11
Kew Gardens,Construction Safety Enforcement,QUEENS,2
Kew Gardens,Consumer Complaint,QUEENS,96
Kew Gardens,Curb Condition,QUEENS,64
Kew Gardens,DEP Street Condition,QUEENS,1
Kew Gardens,Damaged Tree,QUEENS,349
Kew Gardens,Day Care,QUEENS,11
Kew Gardens,Dead Animal,QUEENS,58
Kew Gardens,Dead/Dying Tree,QUEENS,111
Kew Gardens,Derelict Vehicles,QUEENS,105
Kew Gardens,Dirty Condition,QUEENS,238
Kew Gardens,Disorderly Youth,QUEENS,7
Kew Gardens,Drinking,QUEENS,9
Kew Gardens,Drinking Water,QUEENS,1
Kew Gardens,Drug Activity,QUEENS,22
Kew Gardens,Dumpster Complaint,QUEENS,17
Kew Gardens,E-Scooter,QUEENS,1
Kew Gardens,Electrical,QUEENS,14
Kew Gardens,Elevator,QUEENS,89
Kew Gardens,Emergency Response Team (ERT),QUEENS,15
Kew Gardens,Encampment,QUEENS,71
Kew Gardens,Food Establishment,QUEENS,41
Kew Gardens,Food Poisoning,QUEENS,17
Kew Gardens,For Hire Vehicle Complaint,QUEENS,21
Kew Gardens,General Construction/Plumbing,QUEENS,150
Kew Gardens,Graffiti,QUEENS,34
Kew Gardens,Green Taxi Complaint,QUEENS,2
Kew Gardens,Harboring Bees/Wasps,QUEENS,4
Kew Gardens,Hazardous Materials,QUEENS,7
Kew Gardens,Homeless Person Assistance,QUEENS,122
Kew Gardens,Illegal Animal Kept as Pet,QUEENS,2
Kew Gardens,Illegal Dumping,QUEENS,103
Kew Gardens,Illegal Fireworks,QUEENS,59
Kew Gardens,Illegal Parking,QUEENS,2034
Kew Gardens,Illegal Posting,QUEENS,12
Kew Gardens,Illegal Tree Damage,QUEENS,29
Kew Gardens,Incorrect Data,QUEENS,1
Kew Gardens,Indoor Air Quality,QUEENS,54
Kew Gardens,Indoor Sewage,QUEENS,1
Kew Gardens,Industrial Waste,QUEENS,2
Kew Gardens,Investigations and Discipline (IAD),QUEENS,1
Kew Gardens,Lead,QUEENS,141
Kew Gardens,LinkNYC,QUEENS,2
Kew Gardens,Litter Basket Complaint,QUEENS,3
Kew Gardens,Litter Basket Request,QUEENS,16
Kew Gardens,Lot Condition,QUEENS,2
Kew Gardens,Maintenance or Facility,QUEENS,306
Kew Gardens,Missed Collection,QUEENS,161
Kew Gardens,Mobile Food Vendor,QUEENS,11
Kew Gardens,Mosquitoes,QUEENS,3
Kew Gardens,New Tree Request,QUEENS,52
Kew Gardens,Noise,QUEENS,330
Kew Gardens,Noise - Commercial,QUEENS,77
Kew Gardens,Noise - Helicopter,QUEENS,14
Kew Gardens,Noise - House of Worship,QUEENS,1
Kew Gardens,Noise - Park,QUEENS,120
Kew Gardens,Noise - Residential,QUEENS,1491
Kew Gardens,Noise - Street/Sidewalk,QUEENS,296
Kew Gardens,Noise - Vehicle,QUEENS,227
Kew Gardens,Non-Emergency Police Matter,QUEENS,53
Kew Gardens,Non-Residential Heat,QUEENS,10
Kew Gardens,Obstruction,QUEENS,58
Kew Gardens,Outdoor Dining,QUEENS,6
Kew Gardens,Overgrown Tree/Branches,QUEENS,109
Kew Gardens,Panhandling,QUEENS,35
Kew Gardens,Plumbing,QUEENS,18
Kew Gardens,Posting Advertisement,QUEENS,1
Kew Gardens,Real Time Enforcement,QUEENS,23
Kew Gardens,Residential Disposal Complaint,QUEENS,66
Kew Gardens,Rodent,QUEENS,34
Kew Gardens,Root/Sewer/Sidewalk Condition,QUEENS,43
Kew Gardens,Sanitation Worker or Vehicle Complaint,QUEENS,20
Kew Gardens,Scaffold Safety,QUEENS,1
Kew Gardens,School Maintenance,QUEENS,1
Kew Gardens,Sewer,QUEENS,128
Kew Gardens,Sidewalk Condition,QUEENS,118
Kew Gardens,Smoking,QUEENS,2
Kew Gardens,Smoking or Vaping,QUEENS,51
Kew Gardens,Snow or Ice,QUEENS,122
Kew Gardens,Special Projects Inspection Team (SPIT),QUEENS,8
Kew Gardens,Standing Water,QUEENS,5
Kew Gardens,Street Condition,QUEENS,384
Kew Gardens,Street Light Condition,QUEENS,119
Kew Gardens,Street Sign - Damaged,QUEENS,28
Kew Gardens,Street Sign - Dangling,QUEENS,19
Kew Gardens,Street Sign - Missing,QUEENS,16
Kew Gardens,Street Sweeping Complaint,QUEENS,26
Kew Gardens,Tattooing,QUEENS,1
Kew Gardens,Taxi Complaint,QUEENS,7
Kew Gardens,Taxi Compliment,QUEENS,2
Kew Gardens,Taxi Report,QUEENS,2
Kew Gardens,Tobacco or Non-Tobacco Sale,QUEENS,1
Kew Gardens,Traffic,QUEENS,26
Kew Gardens,Traffic Signal Condition,QUEENS,218
Kew Gardens,Unleashed Dog,QUEENS,9
Kew Gardens,Unsanitary Animal Facility,QUEENS,1
Kew Gardens,Unsanitary Animal Pvt Property,QUEENS,9
Kew Gardens,Unsanitary Pigeon Condition,QUEENS,2
Kew Gardens,Uprooted Stump,QUEENS,1
Kew Gardens,Urinating in Public,QUEENS,11
Kew Gardens,Vendor Enforcement,QUEENS,40
Kew Gardens,Violation of Park Rules,QUEENS,66
Kew Gardens,Water Conservation,QUEENS,13
Kew Gardens,Water Quality,QUEENS,10
Kew Gardens,Water System,QUEENS,218
Kew Gardens,Wood Pile Remaining,QUEENS,13
Kew Gardens,X-Ray Machine/Equipment,QUEENS,1
Kew Gardens Hills,Abandoned Bike,QUEENS,6
Kew Gardens Hills,Abandoned Vehicle,QUEENS,375
Kew Gardens Hills,Adopt-A-Basket,QUEENS,1
Kew Gardens Hills,Air Quality,QUEENS,26
Kew Gardens Hills,Animal in a Park,QUEENS,4
Kew Gardens Hills,Animal-Abuse,QUEENS,24
Kew Gardens Hills,Asbestos,QUEENS,10
Kew Gardens Hills,BEST/Site Safety,QUEENS,3
Kew Gardens Hills,Beach/Pool/Sauna Complaint,QUEENS,1
Kew Gardens Hills,Bike/Roller/Skate Chronic,QUEENS,7
Kew Gardens Hills,Blocked Driveway,QUEENS,616
Kew Gardens Hills,Boilers,QUEENS,21
Kew Gardens Hills,Broken Parking Meter,QUEENS,18
Kew Gardens Hills,Building Drinking Water Tank,QUEENS,1
Kew Gardens Hills,Building/Use,QUEENS,140
Kew Gardens Hills,Bus Stop Shelter Complaint,QUEENS,22
Kew Gardens Hills,Bus Stop Shelter Placement,QUEENS,1
Kew Gardens Hills,Cannabis Retailer,QUEENS,1
Kew Gardens Hills,Commercial Disposal Complaint,QUEENS,7
Kew Gardens Hills,Construction Safety Enforcement,QUEENS,1
Kew Gardens Hills,Consumer Complaint,QUEENS,64
Kew Gardens Hills,Curb Condition,QUEENS,39
Kew Gardens Hills,DEP Street Condition,QUEENS,2
Kew Gardens Hills,Damaged Tree,QUEENS,405
Kew Gardens Hills,Day Care,QUEENS,15
Kew Gardens Hills,Dead Animal,QUEENS,132
Kew Gardens Hills,Dead/Dying Tree,QUEENS,228
Kew Gardens Hills,Derelict Vehicles,QUEENS,168
Kew Gardens Hills,Dirty Condition,QUEENS,222
Kew Gardens Hills,Drinking,QUEENS,8
Kew Gardens Hills,Drinking Water,QUEENS,3
Kew Gardens Hills,Drug Activity,QUEENS,1234
Kew Gardens Hills,Dumpster Complaint,QUEENS,42
Kew Gardens Hills,E-Scooter,QUEENS,54
Kew Gardens Hills,Electrical,QUEENS,132
Kew Gardens Hills,Elevator,QUEENS,91
Kew Gardens Hills,Emergency Response Team (ERT),QUEENS,14
Kew Gardens Hills,Encampment,QUEENS,6
Kew Gardens Hills,Food Establishment,QUEENS,55
Kew Gardens Hills,Food Poisoning,QUEENS,9
Kew Gardens Hills,For Hire Vehicle Complaint,QUEENS,12
Kew Gardens Hills,For Hire Vehicle Report,QUEENS,1
Kew Gardens Hills,General Construction/Plumbing,QUEENS,343
Kew Gardens Hills,Graffiti,QUEENS,17
Kew Gardens Hills,Green Taxi Report,QUEENS,1
Kew Gardens Hills,Harboring Bees/Wasps,QUEENS,6
Kew Gardens Hills,Hazardous Materials,QUEENS,9
Kew Gardens Hills,Homeless Person Assistance,QUEENS,32
Kew Gardens Hills,Illegal Animal Kept as Pet,QUEENS,2
Kew Gardens Hills,Illegal Dumping,QUEENS,194
Kew Gardens Hills,Illegal Fireworks,QUEENS,35
Kew Gardens Hills,Illegal Parking,QUEENS,2463
Kew Gardens Hills,Illegal Posting,QUEENS,35
Kew Gardens Hills,Illegal Tree Damage,QUEENS,20
Kew Gardens Hills,Indoor Air Quality,QUEENS,49
Kew Gardens Hills,Indoor Sewage,QUEENS,8
Kew Gardens Hills,Industrial Waste,QUEENS,1
Kew Gardens Hills,Investigations and Discipline (IAD),QUEENS,4
Kew Gardens Hills,Lead,QUEENS,86
Kew Gardens Hills,Litter Basket Complaint,QUEENS,1
Kew Gardens Hills,Litter Basket Request,QUEENS,9
Kew Gardens Hills,Lot Condition,QUEENS,4
Kew Gardens Hills,Maintenance or Facility,QUEENS,117
Kew Gardens Hills,Missed Collection,QUEENS,574
Kew Gardens Hills,Mosquitoes,QUEENS,4
Kew Gardens Hills,New Tree Request,QUEENS,49
Kew Gardens Hills,Noise,QUEENS,138
Kew Gardens Hills,Noise - Commercial,QUEENS,23
Kew Gardens Hills,Noise - Helicopter,QUEENS,8
Kew Gardens Hills,Noise - House of Worship,QUEENS,2
Kew Gardens Hills,Noise - Park,QUEENS,7
Kew Gardens Hills,Noise - Residential,QUEENS,1002
Kew Gardens Hills,Noise - Street/Sidewalk,QUEENS,162
Kew Gardens Hills,Noise - Vehicle,QUEENS,307
Kew Gardens Hills,Non-Emergency Police Matter,QUEENS,39
Kew Gardens Hills,Non-Residential Heat,QUEENS,1
Kew Gardens Hills,Obstruction,QUEENS,78
Kew Gardens Hills,Outdoor Dining,QUEENS,8
Kew Gardens Hills,Overgrown Tree/Branches,QUEENS,218
Kew Gardens Hills,Panhandling,QUEENS,11
Kew Gardens Hills,Plumbing,QUEENS,118
Kew Gardens Hills,Real Time Enforcement,QUEENS,12
Kew Gardens Hills,Recycling Basket Complaint,QUEENS,1
Kew Gardens Hills,Residential Disposal Complaint,QUEENS,48
Kew Gardens Hills,Rodent,QUEENS,398
Kew Gardens Hills,Root/Sewer/Sidewalk Condition,QUEENS,136
Kew Gardens Hills,Sanitation Worker or Vehicle Complaint,QUEENS,20
Kew Gardens Hills,School Maintenance,QUEENS,24
Kew Gardens Hills,Sewer,QUEENS,206
Kew Gardens Hills,Sidewalk Condition,QUEENS,586
Kew Gardens Hills,Smoking,QUEENS,1
Kew Gardens Hills,Smoking or Vaping,QUEENS,32
Kew Gardens Hills,Snow or Ice,QUEENS,60
Kew Gardens Hills,Special Natural Area District (SNAD),QUEENS,1
Kew Gardens Hills,Special Projects Inspection Team (SPIT),QUEENS,16
Kew Gardens Hills,Squeegee,QUEENS,1
Kew Gardens Hills,Standing Water,QUEENS,8
Kew Gardens Hills,Street Condition,QUEENS,534
Kew Gardens Hills,Street Light Condition,QUEENS,193
Kew Gardens Hills,Street Sign - Damaged,QUEENS,43
Kew Gardens Hills,Street Sign - Dangling,QUEENS,40
Kew Gardens Hills,Street Sign - Missing,QUEENS,28
Kew Gardens Hills,Street Sweeping Complaint,QUEENS,34
Kew Gardens Hills,Taxi Complaint,QUEENS,5
Kew Gardens Hills,Traffic,QUEENS,34
Kew Gardens Hills,Traffic Signal Condition,QUEENS,304
Kew Gardens Hills,Unleashed Dog,QUEENS,11
Kew Gardens Hills,Unsanitary Animal Pvt Property,QUEENS,9
Kew Gardens Hills,Unsanitary Pigeon Condition,QUEENS,1
Kew Gardens Hills,Uprooted Stump,QUEENS,5
Kew Gardens Hills,Vendor Enforcement,QUEENS,6
Kew Gardens Hills,Violation of Park Rules,QUEENS,1
Kew Gardens Hills,Water Conservation,QUEENS,13
Kew Gardens Hills,Water Quality,QUEENS,5
Kew Gardens Hills,Water System,QUEENS,578
Kew Gardens Hills,Wood Pile Remaining,QUEENS,20
Kingsbridge Heights-Van Cortlandt Village,Abandoned Vehicle,BRONX,344
Kingsbridge Heights-Van Cortlandt Village,Abandoned Vehicle,Unspecified,1
Kingsbridge Heights-Van Cortlandt Village,Air Quality,BRONX,60
Kingsbridge Heights-Van Cortlandt Village,Animal in a Park,BRONX,3
Kingsbridge Heights-Van Cortlandt Village,Animal-Abuse,BRONX,111
Kingsbridge Heights-Van Cortlandt Village,Asbestos,BRONX,6
Kingsbridge Heights-Van Cortlandt Village,BEST/Site Safety,BRONX,4
Kingsbridge Heights-Van Cortlandt Village,Beach/Pool/Sauna Complaint,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,Bike Rack,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,Bike/Roller/Skate Chronic,BRONX,7
Kingsbridge Heights-Van Cortlandt Village,Blocked Driveway,BRONX,1725
Kingsbridge Heights-Van Cortlandt Village,Boilers,BRONX,36
Kingsbridge Heights-Van Cortlandt Village,Broken Parking Meter,BRONX,8
Kingsbridge Heights-Van Cortlandt Village,Building/Use,BRONX,78
Kingsbridge Heights-Van Cortlandt Village,Bus Stop Shelter Complaint,BRONX,8
Kingsbridge Heights-Van Cortlandt Village,Bus Stop Shelter Placement,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,Cannabis Retailer,BRONX,4
Kingsbridge Heights-Van Cortlandt Village,Construction Lead Dust,BRONX,45
Kingsbridge Heights-Van Cortlandt Village,Construction Safety Enforcement,BRONX,6
Kingsbridge Heights-Van Cortlandt Village,Consumer Complaint,BRONX,121
Kingsbridge Heights-Van Cortlandt Village,Curb Condition,BRONX,21
Kingsbridge Heights-Van Cortlandt Village,Damaged Tree,BRONX,104
Kingsbridge Heights-Van Cortlandt Village,Day Care,BRONX,17
Kingsbridge Heights-Van Cortlandt Village,Dead Animal,BRONX,32
Kingsbridge Heights-Van Cortlandt Village,Dead/Dying Tree,BRONX,16
Kingsbridge Heights-Van Cortlandt Village,Derelict Vehicles,BRONX,269
Kingsbridge Heights-Van Cortlandt Village,Dirty Condition,BRONX,1152
Kingsbridge Heights-Van Cortlandt Village,Dispatched Taxi Complaint,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,Drinking,BRONX,99
Kingsbridge Heights-Van Cortlandt Village,Drinking Water,BRONX,5
Kingsbridge Heights-Van Cortlandt Village,Drug Activity,BRONX,32
Kingsbridge Heights-Van Cortlandt Village,Dumpster Complaint,BRONX,5
Kingsbridge Heights-Van Cortlandt Village,Electrical,BRONX,13
Kingsbridge Heights-Van Cortlandt Village,Elevator,BRONX,634
Kingsbridge Heights-Van Cortlandt Village,Emergency Response Team (ERT),BRONX,9
Kingsbridge Heights-Van Cortlandt Village,Encampment,BRONX,84
Kingsbridge Heights-Van Cortlandt Village,Food Establishment,BRONX,29
Kingsbridge Heights-Van Cortlandt Village,Food Poisoning,BRONX,4
Kingsbridge Heights-Van Cortlandt Village,For Hire Vehicle Complaint,BRONX,40
Kingsbridge Heights-Van Cortlandt Village,For Hire Vehicle Report,BRONX,2
Kingsbridge Heights-Van Cortlandt Village,General Construction/Plumbing,BRONX,217
Kingsbridge Heights-Van Cortlandt Village,Graffiti,BRONX,28
Kingsbridge Heights-Van Cortlandt Village,Harboring Bees/Wasps,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,Hazardous Materials,BRONX,4
Kingsbridge Heights-Van Cortlandt Village,Homeless Person Assistance,BRONX,96
Kingsbridge Heights-Van Cortlandt Village,Illegal Animal Kept as Pet,BRONX,4
Kingsbridge Heights-Van Cortlandt Village,Illegal Dumping,BRONX,196
Kingsbridge Heights-Van Cortlandt Village,Illegal Fireworks,BRONX,130
Kingsbridge Heights-Van Cortlandt Village,Illegal Parking,BRONX,11352
Kingsbridge Heights-Van Cortlandt Village,Illegal Posting,BRONX,4
Kingsbridge Heights-Van Cortlandt Village,Illegal Tree Damage,BRONX,14
Kingsbridge Heights-Van Cortlandt Village,Indoor Air Quality,BRONX,72
Kingsbridge Heights-Van Cortlandt Village,Indoor Sewage,BRONX,6
Kingsbridge Heights-Van Cortlandt Village,Industrial Waste,BRONX,8
Kingsbridge Heights-Van Cortlandt Village,Investigations and Discipline (IAD),BRONX,4
Kingsbridge Heights-Van Cortlandt Village,Lead,BRONX,104
Kingsbridge Heights-Van Cortlandt Village,Litter Basket Complaint,BRONX,8
Kingsbridge Heights-Van Cortlandt Village,Litter Basket Request,BRONX,19
Kingsbridge Heights-Van Cortlandt Village,Lot Condition,BRONX,7
Kingsbridge Heights-Van Cortlandt Village,Maintenance or Facility,BRONX,182
Kingsbridge Heights-Van Cortlandt Village,Missed Collection,BRONX,85
Kingsbridge Heights-Van Cortlandt Village,Mobile Food Vendor,BRONX,9
Kingsbridge Heights-Van Cortlandt Village,Mosquitoes,BRONX,2
Kingsbridge Heights-Van Cortlandt Village,New Tree Request,BRONX,37
Kingsbridge Heights-Van Cortlandt Village,Noise,BRONX,260
Kingsbridge Heights-Van Cortlandt Village,Noise - Commercial,BRONX,254
Kingsbridge Heights-Van Cortlandt Village,Noise - Helicopter,BRONX,5
Kingsbridge Heights-Van Cortlandt Village,Noise - Park,BRONX,173
Kingsbridge Heights-Van Cortlandt Village,Noise - Residential,BRONX,5263
Kingsbridge Heights-Van Cortlandt Village,Noise - Street/Sidewalk,BRONX,2713
Kingsbridge Heights-Van Cortlandt Village,Noise - Vehicle,BRONX,434
Kingsbridge Heights-Van Cortlandt Village,Non-Emergency Police Matter,BRONX,110
Kingsbridge Heights-Van Cortlandt Village,Non-Residential Heat,BRONX,3
Kingsbridge Heights-Van Cortlandt Village,Obstruction,BRONX,71
Kingsbridge Heights-Van Cortlandt Village,Outdoor Dining,BRONX,4
Kingsbridge Heights-Van Cortlandt Village,Overgrown Tree/Branches,BRONX,40
Kingsbridge Heights-Van Cortlandt Village,Panhandling,BRONX,51
Kingsbridge Heights-Van Cortlandt Village,Plumbing,BRONX,18
Kingsbridge Heights-Van Cortlandt Village,Real Time Enforcement,BRONX,32
Kingsbridge Heights-Van Cortlandt Village,Residential Disposal Complaint,BRONX,51
Kingsbridge Heights-Van Cortlandt Village,Rodent,BRONX,259
Kingsbridge Heights-Van Cortlandt Village,Root/Sewer/Sidewalk Condition,BRONX,39
Kingsbridge Heights-Van Cortlandt Village,Sanitation Worker or Vehicle Complaint,BRONX,11
Kingsbridge Heights-Van Cortlandt Village,Scaffold Safety,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,School Maintenance,BRONX,10
Kingsbridge Heights-Van Cortlandt Village,Seasonal Collection,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,Sewer,BRONX,60
Kingsbridge Heights-Van Cortlandt Village,Sidewalk Condition,BRONX,155
Kingsbridge Heights-Van Cortlandt Village,Smoking,BRONX,4
Kingsbridge Heights-Van Cortlandt Village,Smoking or Vaping,BRONX,46
Kingsbridge Heights-Van Cortlandt Village,Snow or Ice,BRONX,43
Kingsbridge Heights-Van Cortlandt Village,Special Projects Inspection Team (SPIT),BRONX,7
Kingsbridge Heights-Van Cortlandt Village,Standing Water,BRONX,3
Kingsbridge Heights-Van Cortlandt Village,Street Condition,BRONX,183
Kingsbridge Heights-Van Cortlandt Village,Street Light Condition,BRONX,187
Kingsbridge Heights-Van Cortlandt Village,Street Sign - Damaged,BRONX,31
Kingsbridge Heights-Van Cortlandt Village,Street Sign - Dangling,BRONX,10
Kingsbridge Heights-Van Cortlandt Village,Street Sign - Missing,BRONX,23
Kingsbridge Heights-Van Cortlandt Village,Street Sweeping Complaint,BRONX,27
Kingsbridge Heights-Van Cortlandt Village,Tattooing,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,Taxi Complaint,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,Traffic,BRONX,10
Kingsbridge Heights-Van Cortlandt Village,Traffic Signal Condition,BRONX,178
Kingsbridge Heights-Van Cortlandt Village,Unleashed Dog,BRONX,19
Kingsbridge Heights-Van Cortlandt Village,Unsanitary Animal Pvt Property,BRONX,31
Kingsbridge Heights-Van Cortlandt Village,Unsanitary Pigeon Condition,BRONX,1
Kingsbridge Heights-Van Cortlandt Village,Urinating in Public,BRONX,5
Kingsbridge Heights-Van Cortlandt Village,Vendor Enforcement,BRONX,29
Kingsbridge Heights-Van Cortlandt Village,Violation of Park Rules,BRONX,30
Kingsbridge Heights-Van Cortlandt Village,Water Conservation,BRONX,32
Kingsbridge Heights-Van Cortlandt Village,Water Quality,BRONX,13
Kingsbridge Heights-Van Cortlandt Village,Water System,BRONX,954
Kingsbridge Heights-Van Cortlandt Village,Wood Pile Remaining,BRONX,2
Kingsbridge-Marble Hill,Abandoned Vehicle,BRONX,129
Kingsbridge-Marble Hill,Abandoned Vehicle,MANHATTAN,6
Kingsbridge-Marble Hill,Air Quality,BRONX,41
Kingsbridge-Marble Hill,Air Quality,MANHATTAN,1
Kingsbridge-Marble Hill,Animal in a Park,BRONX,5
Kingsbridge-Marble Hill,Animal-Abuse,BRONX,49
Kingsbridge-Marble Hill,Asbestos,BRONX,4
Kingsbridge-Marble Hill,Asbestos,MANHATTAN,1
Kingsbridge-Marble Hill,BEST/Site Safety,BRONX,3
Kingsbridge-Marble Hill,Bike Rack,Unspecified,1
Kingsbridge-Marble Hill,Bike Rack Condition,BRONX,3
Kingsbridge-Marble Hill,Bike/Roller/Skate Chronic,BRONX,7
Kingsbridge-Marble Hill,Blocked Driveway,BRONX,703
Kingsbridge-Marble Hill,Blocked Driveway,MANHATTAN,34
Kingsbridge-Marble Hill,Boilers,BRONX,13
Kingsbridge-Marble Hill,Boilers,MANHATTAN,2
Kingsbridge-Marble Hill,Broken Parking Meter,BRONX,29
Kingsbridge-Marble Hill,Broken Parking Meter,MANHATTAN,2
Kingsbridge-Marble Hill,Building/Use,BRONX,44
Kingsbridge-Marble Hill,Building/Use,MANHATTAN,4
Kingsbridge-Marble Hill,Bus Stop Shelter Complaint,BRONX,9
Kingsbridge-Marble Hill,Bus Stop Shelter Placement,BRONX,1
Kingsbridge-Marble Hill,Cannabis Retailer,BRONX,9
Kingsbridge-Marble Hill,Cannabis Retailer,MANHATTAN,1
Kingsbridge-Marble Hill,Commercial Disposal Complaint,BRONX,4
Kingsbridge-Marble Hill,Construction Lead Dust,BRONX,18
Kingsbridge-Marble Hill,Construction Safety Enforcement,BRONX,1
Kingsbridge-Marble Hill,Consumer Complaint,BRONX,128
Kingsbridge-Marble Hill,Consumer Complaint,MANHATTAN,2
Kingsbridge-Marble Hill,Curb Condition,BRONX,33
Kingsbridge-Marble Hill,Curb Condition,MANHATTAN,1
Kingsbridge-Marble Hill,Damaged Tree,BRONX,68
Kingsbridge-Marble Hill,Damaged Tree,MANHATTAN,10
Kingsbridge-Marble Hill,Day Care,BRONX,9
Kingsbridge-Marble Hill,Dead Animal,BRONX,32
Kingsbridge-Marble Hill,Dead Animal,MANHATTAN,2
Kingsbridge-Marble Hill,Dead/Dying Tree,BRONX,15
